"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1779","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Genial para zurdos.","JUSTIN","Genial, Tiene el grip necesario para los dedos de la mano izquierda. Es duradero, la mina no se rompe y al peque le encanta. 100% recomendado.","Reviewed in Spain on 18 July 2016","5.0 out of 5 stars","Verified Purchase"
"1780","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Escribe muy bien","Alicia","Escribe muy bien y es adecuado para escritores iniciales (de 4 años en adelante)","Reviewed in Spain on 3 June 2021","5.0 out of 5 stars","Verified Purchase"
"1781","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Conveniente","v.ale","La scuola di mio figlio richiede queste matite, ma trovare la versione per mancini non sempre è facile. Su Amazon le ho acquistate a meno di 8€ per 6 pezzi, ottimo affare! Il prodotto in ogni caso è ottimo per iniziare a scrivere.","Reviewed in Italy on 13 May 2019","4.7 out of 5 stars","Verified Purchase"
"1782","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Klasse für Linkshänder","Rabea & Familie","Ich kaufe diese Bleistifte seit 2 Jahren für unser Kind (Linkshänder) und ich finde sie super. Ich finde es nur schade das die Menge weniger ist und damit sich der Preis erhöht, weil die Stifte für Linkshänder sind.","Reviewed in Germany on 25 November 2022","5.0 out of 5 stars","Verified Purchase"
"1783","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Difícil de encontrar","jordi vivo gutierrez","Compré estos lápices para que los niños zurdos aprendan a coger el lápiz correctamente gracias a sus hendiduras a todo lo largo. No es que sea mal producto, pero en lugar de las 12 unidades que compré (2 cajas de 6), sólo me llegaron 6 (una sola caja). Es buena marca y buen producto, pero el hecho de que por el mismo precio que anuncian 12 unidades , sólo te lleguen 6, ya hace que no salgan tan económicos como parece en un principio, de ahí mi valoración. Aun así, tenemos para un tiempo.","Reviewed in Spain on 5 September 2021","4.0 out of 5 stars","Verified Purchase"
"1784","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Happy writing","SJRichards","My left handed child finds these easier to use than the usual pencils. Brilliant for comfort and grip.","Reviewed in the United Kingdom on 26 September 2019","2.0 out of 5 stars","Verified Purchase"
"1785","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Optimaler Bleistift","Sylvia","... für Schreibanfänger. Kaufen wir immer wieder.","Reviewed in Germany on 17 December 2020","5.0 out of 5 stars","Verified Purchase"
"1786","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Pratique","Anna","Parfait pour ma fille qui a du mal en écriture","Reviewed in France on 1 April 2019","5.0 out of 5 stars","Verified Purchase"
"1787","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Lohnt sich","Nata","Der Kauf lohnt sich, da die Stifter wunderbar ergonomisch in der Hand liegen, perfekt für Schüler sind und schön schreiben. Die Mine bricht kaum ab.","Reviewed in Germany on 28 July 2020","5.0 out of 5 stars","Verified Purchase"
"1788","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Mal","Sandra","Me llegaron menos cantidad que la indicada en la oferta","Reviewed in Spain on 4 March 2020","5.0 out of 5 stars","Verified Purchase"
"1789","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Confermo che arrivano 6 lapis","Davide","Si tratta di 6 lapis (non matite colorate) con scanalature di impugnatura per mancini.L'impugnatura è comoda e apprezzabile anche dai destri che però hanno le scanalature rivolte al contrario.Intendiamoci, non è la rivoluzione della scrittura, però funziona bene.Unica nota negativa è che avendo il lapis la sezione triangolare, quando andiamo a fare la punta, la rotazione scorre un po' a ""singhiozzi"".Spedizione veloce e imballo adeguato.","Reviewed in Italy on 5 October 2017","2.0 out of 5 stars","Verified Purchase"
"1790","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Gute Qualität","Mast Michael","Gute Qualität","Reviewed in Germany on 30 January 2024","4.0 out of 5 stars","Verified Purchase"
"1791","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Buen lapicero","Antonio","De todos los lapiceros para zurdos que he probado este es el que mejor le viene a mi hija. Buena calidad, lo recomiendo.","Reviewed in Spain on 8 April 2017","4.7 out of 5 stars","Verified Purchase"
"1792","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Lovely pencils","Mrs Williamson","Nice pencils to use, easy on the fingers.","Reviewed in the United Kingdom on 25 September 2018","5.0 out of 5 stars","Verified Purchase"
"1793","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Bonne qualité","M.I.S","Rad","Reviewed in France on 6 December 2020","5.0 out of 5 stars","Verified Purchase"
"1794","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","top","Carina Runge","Preis ist sehr gut für dieses Produkt","Reviewed in Germany on 31 January 2024","5.0 out of 5 stars","Verified Purchase"
"1795","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Excellent","Toffii22","Excellent pencils for left handed people","Reviewed in the United Kingdom on 16 June 2020","5.0 out of 5 stars","Verified Purchase"
"1796","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","adatta e utile","Sonia B.","Queste matite sono ottime per abituare i bambini ad una corretta impugnatura dello strumento matita","Reviewed in Italy on 20 September 2021","5.0 out of 5 stars","Verified Purchase"
"1797","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Schöne Bleistifte","B. M.","Wir haben dieses Bleistifte Set gekauft, weil unsere Tochter Linkshänderin ist und wir finden, dass Sie mit diesen Einkerbungen für Linkshänder besser malen und schreiben kann!","Reviewed in Germany on 12 March 2018","5.0 out of 5 stars","Verified Purchase"
"1798","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Pencils","Amazon Customer","Great grip for ease of use","Reviewed in the United Kingdom on 2 July 2023","5.0 out of 5 stars","Verified Purchase"
"1799","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Relief  from left handed stress grip","Judy Sailer","The pencils are fantastic  my 10 left has problems writing  for years. He took these and very quickly improved his  skills. He loves them. Great job and thank you so very much.","Reviewed in the United States on 15 September 2020","5.0 out of 5 stars","Verified Purchase"
"1800","Ergonomic Graphite Pencil - STABILO EASYgraph - Left-Handed - Pack of 2 - Petrol - HB","Toller Stift für den Einstieg in das Schulleben","Melli","Mein Sohn schreibt sehr gerne mit diesen Stiften,  wir kaufen sie wieder ;-)","Reviewed in Germany on 25 September 2022","5.0 out of 5 stars","Verified Purchase"
"1801","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Beautiful colours, smooth as velvet","Raji","Beautiful colours to draw nature in autumn.  Highly pigmented and smooth as velvet. High price but you really notice the difference.","Reviewed in Australia on 5 February 2024","4.7 out of 5 stars","Verified Purchase"
"1802","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Gran producto","Toyah","Hermosos colores y el servicio fue de lo mejor.","Reviewed in Australia on 6 December 2023","5.0 out of 5 stars","Verified Purchase"
"1803","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Informationen","Garibaldi","Ich bin zugegebenermaßen erst vor kurzem auf die Marke Derwent aufmerksam geworden, nicht aufgrund von Werbung oder Werbegeschenken, sondern weil ich schon lange eine gute Ergänzung zur Polychromos Palette suche. Vor zwei Monaten war ich wieder einmal bei Boesner, dort habe ich diverse Stifte ausprobiert und muss sagen, dass die Derwent Drawing super Stifte sind.Ich zeichne inzwischen seit 16 Jahren, habe bis jetzt viele Stifte ausprobiert und bin seit vielen Jahren ein Freund der Faber Castell Serie. Warum? Nun, Faber Castell liefert eine super Qualität, ich habe noch nie eine Palette gekauft in der ein Stift gebrochen / kaputt oder auch nur abgebrochen war, ich hatte noch nie Probleme beim Anspitzen, wenn ich FB kaufe, weiß ich was ich bekomme. Trotzdem suchte ich schon länger eine Ergänzung zu den Polychromos, dadurch habe ich einige schon bekannte Marken und Stifte ausprobiert:Caran d'Ache LuminanceSanford PrismacolorLyra PolychromosSchon vor längerer Zeit musste ich leider Koh-I-Noor den Rücken kehren, weil ihre Künstlerfarbstifte leider nicht mehr die besten sind (vom Preis her sind sie aber immer noch unschlagbar). Aus diesem Grund habe ich die Augen offen gehalten und habe bei Boesner durchprobiert, da ich selten etwas probiere und es sofort kaufe, habe ich die Stifte nicht direkt aus dem Geschäft mitgenommen. Stattdessen habe ich lange Zuhause gesessen und überlegt ""brauche ich sie wirklich?"". Ich bin niemand der gerne 30 verschiedene Paletten sammelt damit sie im Regal verkommen, ich kaufe meist nur Dinge wo ich wirklich sagen kann ""ja, brauche ich auch in zwei Monaten noch"".Hier einige Details zur Drawing Serie von Derwent:Die Stifte sind viel(!) weicher als Polychromos, sie sind sogar etwas weicher als Prismacolors, haben ein sehr schönes Farbbild, reiben sich aber bei weitem nicht so schnell ab wie die Stifte von Sanford. Was mich besonders positiv überrascht hat war, die Farbpalette der Drawing Serie: Hier gibt es sehr schöne natürliche Farbtöne, ich würde sie jedem empfehlen der gerne die Natur auf Papier bringt und zum Leben erweckt. Hervorragende Farben vorallem für Tierzeichnungen, da es schöne Brauntöne gibt, die bei den Polychromos hinten anstehen müssen, auch das Grau ist sehr schön (kalt und warm grau) und es gibt einige Farben für Details wie Iris (attraktives Grün, auch für Bäume gut geeignet), leuchtendes Gelb und beruhigendes Blau.Die Drawing Serie gibt es soweit ich weiß, nur in einer Ausführung von 24 Stiften (inkl. Weiß und schwarz). Ich muss aber sagen, das mir 24 Stifte völlig ausreichen, weil ich sie sowieso mit den Polychromos / Coloursoft gekauft habe. Für alle die gerne mit vielen Schichten arbeiten, habe ich eine sehr gute Nachricht: Obwohl die Drawing Serie (wie Coloursoft) auf Wachsbasis ist, lassen sich die Farben super layern - ich hätte an dieser Stelle auf keinen Fall erwartet, dass ich mit ihnen sogar mehr Schichten aufbauen kann. Im Grunde kennen es die meisten, die diese Rezension lesen werden: Fast alle wachsbasierten Stifte sind zum Layern nicht besonders gut, zwei bis vier Schichten sind oftmals noch in Ordnung, während man bei auf Öl basierenden Stiften gute acht bis neun Layer auftragen kann. Genau hier haben mich die Derwents am meisten überrascht, denn sie haben kein Problem bei zehn oder mehr Schichten, ich habe davor noch keine wachsbasierten Stifte gesehen, die praktisch ohne Waxbloom verarbeitet werden können.Zum Schluss muss ich noch kurz erwähnen, das man sich die Stifte um den Preis wirklich gut leisten kann, weil sie sich nicht extrem schnell abreiben wie diverse andere (Prismacolor vorne weg). Wer eine gute Ergänzung zu seinen (welchen auch immer) geliebten Stiften sucht, um bessere Hintergründe, mehr Schichten oder einen größeren Kontrast zu schaffen, der sollte hier zugreifen. Ich habe den Kauf nicht bereut, mir ist noch kein einziger Stift abgebrochen (ich spitze seit Ewigkeiten mit einem Faber Castell Spitzer und einer Dahle 133), ich habe bisher schon einige neue Bilder gemalt - teilweise auch nur mit den Drawing - trotzdem nutzen sie sich sehr langsam ab. (Um euch nicht zu verwirren, möchte ich sagen, dass die Fotos direkt nach dem Kauf entstanden sind).","Reviewed in the Netherlands on 7 December 2023","3.0 out of 5 stars","Verified Purchase"
"1804","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Parfait","MARIA CECILIA SALAZAR JIMENEZ","Envoi rapide dans enveloppe cartonnée, arrivé en bon état.Merci","Reviewed in Mexico on 13 April 2020","5.0 out of 5 stars","Verified Purchase"
"1805","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Matite fantastiche","Orion85","Bellissimi colori, ottima resa","Reviewed in Germany on 14 July 2017","5.0 out of 5 stars","Verified Purchase"
"1806","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Excelente","Orion85","Buena combinación de colores, son hermosos, combinan muy bien, son suaves y su pigmentación es bastante buena.Una pena que a la hora de comprarlo,no había la caja de 24.Lo volveré a comprar sin duda.Buen envío por parte de Amazon.Espero haberte servido de ayuda, muchas gracias.","Reviewed in France on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"1807","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Lovely soft pencils and colours, Earthy and vibrant.","krystel01","The White is great. Really good. Other colours are nice but super smudgey and I can't control the mess that they make on my page. I'm not very professional; At all! Obviously you need to work more carefully and use tracing paper to protect the page from your hand smudging it. In other words, you need to be organised. They are also thick pencils, not so good for detail. Probably better for looser work?","Reviewed in Italy on 13 August 2023","5.0 out of 5 stars","Verified Purchase"
"1808","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","絶妙なくすみカラー！","Simone","色鉛筆といえば、手軽で使いやすい画材の代表で赤や黄色〜青や緑など、素直な色味のものというイメージがあったのですがこちらの色鉛筆はちょっと違い、ニュアンスのあるややくすんだ色で構成されています。抑え気味の自然な色味で、他とは違うシックな落ち着いた雰囲気が得られます。芯は太く（５mm）、柔らかいです。粉をワックスで固めた感じというか、どちらかというとマットな質感で、テカリはそんなにない感じ。何色か重ねると、スベってのりにくいことがあり、重ね塗りに向いてるとは言えないかも。とはいえ、私自身が何色も重ねて緻密に色味を作るような描き方を必要としない上、そのままの色味が十分に美しいので、たとえグリグリと無理やり重ねてタッチがヘンな感じになってもそれはそれで面白い効果になるようにも思います。（あくまで自分の場合）芯の太さと柔らかさから、細かい部分を塗るよりも勢いのあるドローイングで使ったら、なんかカッコよく描けた気になります。自然を美しく描きたいとか、古風な画面を作りたいとか、抑え気味の色味で個性を出したいとか、そういうのにもぴったりかと。とても好きな色鉛筆です。追記: 色の見本追加しました。公式サイトの色見本よりも、実物のほうが少しくすんだ色のような気がします。モニターにもよると思うので、参考程度に。本当にシックな良い色です。","Reviewed in Spain on 7 September 2021","5.0 out of 5 stars","Verified Purchase"
"1809","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Cores terrosas de alta qualidade","Yonathan","O tamanho da mina garante a durabilidade. São lápis macios de textura quase cremosa, que recobrem bem o papel, e é possível criar camadas  e combinações interessantes. Os pigmentos de alta qualidade possuem tons básicos que permitem uma grande variedade de aplicações e temas... Achei particularmente interessante o efeito quando combinados com aquarelas","Reviewed in the United Kingdom on 11 January 2023","5.0 out of 5 stars","Verified Purchase"
"1810","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Beautiful Pencils. Gorgeous Saturated Colours, are Creamy and Perfect for Nature.","Al","Derwent Drawing Pencils are creamy, rich coloured pencils with a dreamy colour palate suitable for landscapes- nature studies, wildlife studies and portraiture. I had originally purchased the 6 pc set, just to try them out. Due to some of the issues I had experienced with the Coloursoft coloured pencils, I did not want to splurge on these just yet. Almost immediately I fell in love with them. These are richly pigmented, and when creating the swatches I knew I had to upgrade. The colours offered here in the 24 pc set (their largest) are gorgeous, earthy tones, and the performance of these pencils are outstanding. Rich pigments, vibrant colours that layer and blend exquisitely. Like the Coloursoft, and the Artists pencils, these barrels are thick, and the 5mm lead allows for a lot of pigment on that lay-down.The issues are minimal. Price - these are expensive. The prices here on Amazon are the best I was able to find and these pencils are worth the asking price. Another minor negative is the thickness of the pencils may get in the way when colouring in, or drawing the tiny details in your pieces. Also their largest set of 24 colours may be limiting to some, and although the colours offered here are just what’s needed for nature and animal studies, you may still be yearning for more colour options (as evidenced when drawing the unfinished dog attached. I had to default to the Coloursoft pencils for the tongue's red tones). These are meant to be more of a companion piece to your other Derwent pencils; Coloursoft, Artists, ProColour, so for further colour options, just reach for whatever set you have. Currently I own the Coloursoft (36), Studio (36), and Artists (72). The Drawing pencils are my favourite so far of the Derwent line.Overall, Derwent Drawing Coloured pencils are fantastic. The 24 pc set is what is recommended as you get the full colour palette in a convenient tin. These are my go to pencils whenever I want to draw anything with four legs and is covered in fur, and those soft, dreamy landscapes. Although these may not be the best pencils for colouring books due to their theme specific colour selection, they perform beautifully, laying down gorgeous and saturated colours, and is recommended for artists of all levels.","Reviewed in Japan on 28 June 2020","5.0 out of 5 stars","Verified Purchase"
"1811","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","The perfect sketching pencils!!","Raji","I prefer to sketch and draw with earth tone colors generally, and I’ve had a hard time finding good drawing pencils (as opposed to standard color pencils) in the right tones. These are great! Sanguine, Ruby Earth, and Sepia are EXACTLY what I was looking for. These are smooth, feel great on paper, and most of them are beautifully pigmented. The only ones I found to be a bit waxy and weak on color were Green Shadow and Solway Blue, but those aren’t ones I’ll probably use a lot so overall this set is perfect!","Reviewed in Australia on 5 February 2024","4.7 out of 5 stars","Verified Purchase"
"1812","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Fantásticos, colores peculiares","Toyah","Estoy encantadisimo de haber elegido esta marca, tenia otros de una marca famosa y están bien pero estos son sobresaliente, tiene unos colores impresionantes para mezclar, a mi me gusta la pintura de animales y estoy enamorado de los colores tan peculiares que consigo con estos lapiceros. Saco punta con un bisturí, al ser mina blanda no me atrevo a sacar punta con un sacapuntas. Lo dicho si alguien quiere unos lapiceros pastel estos son fantásticos. Compre el estuche de 24 y me arrepiento, de saber que iban a pintar también me hubiera pedido un estuche más grande.","Reviewed in Australia on 6 December 2023","5.0 out of 5 stars","Verified Purchase"
"1813","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Ottime","A. M. Rado","Matite bellissime e morbide, poco saturate perColori realistici, imballaggio perfetto e protetto sia dal pluriball sia da un altra scatola. Ottimo.","Reviewed in the United States on 16 January 2024","3.0 out of 5 stars","Verified Purchase"
"1814","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Amazing color pencils!","A. M. Rado","I love these color pencils! They are so soft and the color palette is just beautiful. I’m happy with my purchase.","Reviewed in Spain on 15 May 2020","5.0 out of 5 stars","Verified Purchase"
"1815","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Produto ótimo, porém cuidado com a transportadora Diálogo.","oscar","Os lápis são maravilhosos, pois já conhecia antes. Porém a Amazon tem que rever as transportadoras. Meu pedido por entregue em endereço errado e não conseguiram me entregar o produto. Terei q efetuar a compra novamente, ganhei vale presente para a diferença do valor, porém o frete não está grátis como anteriormente. Cuidado com a transportadora Diálogo!","Reviewed in Italy on 17 January 2023","5.0 out of 5 stars","Verified Purchase"
"1816","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","使いやすい","oscar","とても握りやすい。疲れない。アーティストと一緒に使っているが、出来上がりは雰囲気が出て満足。","Reviewed in Canada on 5 November 2023","5.0 out of 5 stars","Verified Purchase"
"1817","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Lovely product and arrived early","Gianluca","Love the quality of the product","Reviewed in Brazil on 25 June 2021","5.0 out of 5 stars","Verified Purchase"
"1818","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Amazing Colored Pencils!","Stefanie Troya","Years ago, I was introduced to Derwent Drawing pencils as part of a promo and received a 6 piece set through an art supply vendor. As a colored pencil artist, I was soon amazed at the quality, pigment and feel of these pencils. I liked them so much that I decided to recently upgrade to the full 24 set and saw that Amazon had a fantastic price.The colors in this set are subtle, beautiful shades that I could not find in other sets of popular pencils.  These pencils are truly the elite artist grade colored pencil, in that they are super creamy/waxy and pigmented and layer flawlessly. Though they appear to be marketed for rendering animals, they are equally impressive for rendering flesh tones, and architectural pieces. They work very well combined with other pencils and layer well with oil-based or wax-based brands. The sensory feel of these cross between a wax- based and oil-based colored pencil but with wider leads. From what I've observed, they leave no wax bloom or excessive residue. The pigments are intense that you can go over several previous layers of colored pencil (other brands) and easily leave rich, broad strokes.  They are perfect for final detailed accents on pieces. The Chinese White pencil in the set is also perfect for highlighting over layers of pencil, and covers well on darker papers.As for being erasable, they will erase to a certain degree on most paper. Though, they do so very well on black, smoother illustration board. They don't erase as well on other papers, but I find that if I apply them over subsequent layers of colored pencil, they erase better.For these pencils, paper choice plays an important role. They are bit too rich and bold for regular sketching/copy paper. I find that they work beautifully on vellum bristol, illustration board and erase especially well on black illustration board. They also hold up well on artist professional grade drawing paper that has a weight of 90lb or more. If you are trying to achieve a smooth finish, I probably wouldn't use these on general sketchbook or heavy, broad toothed paper or you will see a lot of the paper's texture.For the colored pencil artist or those with special interest in drawing, these pencils are very much recommended. They're well made, of excellent quality in durability and lightfast ratings (the colors won't easily fade) and the leads last a long time. *Important: You will need a wider hole pencil sharpener for these. Something metal and durable.The Derwent brand pastel pencil sharper is perfect for these pencils.I cannot say enough good things about these amazing pencils and am fortunate to have acquired the full set!","Reviewed in Japan on 26 April 2018","5.0 out of 5 stars","Verified Purchase"
"1819","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Estupendos lápiceros","Kal","Unos lapiceros de maravilloso textura con una gama de colores estupenda para hacer ilustraciones, bocetos al aire libre, muy cómodos de transportar en la cajita metálica para cuando sales a dibujar al aire libre.","Reviewed in the United Kingdom on 29 July 2023","5.0 out of 5 stars","Verified Purchase"
"1820","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Les meilleurs","うらら","Crayons super ! Ils sont gras, se travaillent très bien et les couleurs sont sublimes très pigmentées.Je les adore","Reviewed in the United States on 7 May 2017","5.0 out of 5 stars","Verified Purchase"
"1821","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Me encantan","Raji","Me encanta éstos lápices, ya había probado la caja pequeña, y ahora quería probar con más colores. Me encanta su textura.Geniales .","Reviewed in Australia on 5 February 2024","4.7 out of 5 stars","Verified Purchase"
"1822","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Suaves. Se gastan en seguida.","Toyah","Sacar punta es muy fácil aunque gastas medio lapso de una vez, jeje. Es cremoso, y puedes crear capas suaves tomando el lápiz desde el extremo (eso cuando aún no hayas sacado punta y se quede más y más corto). En general están muy bien, lo que no comprendo es por que se triplica su precio de set de 6 a de 12. Es una barbaridad pasar de 7 a 26 euros para lo que nos van a durar al sacarles punta. De verdad que son tan deliciosos como pueda esperarse de buenos lápices, cremosos, vaporosos y versátiles pero esas oscilaciones de precio me parecen lo peor.","Reviewed in Australia on 6 December 2023","5.0 out of 5 stars","Verified Purchase"
"1823","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Sehr gute Qualität","Cliente Amazon","starke Farben,sehr weicher Abrieb.Sehr gute Buntstifte.Preis ist für diese Qualität angemessen.","Reviewed in Spain on 17 September 2022","3.0 out of 5 stars","Verified Purchase"
"1824","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","everything I expected","Cliente Amazon","Adorei todas as propriedades do material. Ótimo para detalhes, textura e tudo o mais","Reviewed in Spain on 20 December 2023","5.0 out of 5 stars","Verified Purchase"
"1825","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Good selection of colours for drawing","Pastora RM","I must now have five or six sets of Derwent pencils, but these, the latest are my favourites. They are a selection of browns, muted greens and blues, off whites and other naturalistic colours. For drawing and sketching naturalistic scenes I think they are a clever selection. You can always add others from the range for bright colours, but these bring a sense of understated beauty to your drawings.The pencils themselves are round with thick leads. they are quite soft - similar to Derwent's coloursoft range and do not hold a fine point for very long. I suggest that (1) you keep a good quality pencil sharpener close by and that (2) Derwent consider making a hexagonal finer leaded version for people who want to do detailed drawings.The colours, like most of Derwent's insoluble coloured pencils blend well if you don't put down too much at once. If you really scrub hard you'll end up with a slightly waxy bloom and it's difficult to put more colour on the top and blend the colours. Almost it acts like a wax resist when you try to pencil over, and definitely like a wax resist if you try to water colour over.If I have a problem with these (and for that matter, most coloured pencils) it's the white. It's pretty translucent. Which may be what it should be and maybe what you want. But I would like a white that was really opaque and you could use for highlights.In summary, if you're into naturalistic drawing these are a good selection and deliver; there's a smaller set for the cautious but I'm glad I got the whole 24.","Reviewed in Germany on 28 November 2020","5.0 out of 5 stars","Verified Purchase"
"1826","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Softest Coloured Pencils Ever!","alina 01","These pencils are absolutely incredible! They have a fast lay down and blend out with oms very well. The Derwent Drawing Pencils are arguably the softest coloured pencils on the market. They do sometimes break but the quality of the pencils are very good so it doesn’t happen too often, unlike prismacolor.They come in a muted earthy palette suitable for landscapes, wildlife and portraiture. Because of this they wouldn’t be a great set to start off with but a set you would purchase once you already have an established coloured pencil set to use along side of them.All of them are highly lightfast with 23 scoring an 8 on the blue wool scale and one scoring a 7.Overall they are an extremely excellent pencil that I would recommend to almost any coloured pencil artist to add to their collection!","Reviewed in Brazil on 1 May 2023","3.0 out of 5 stars","Verified Purchase"
"1827","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Excelentes","Lúcia Murad Neffa","Éstos lápices no defraudan, son muy cremosos y la gama de colores es preciosa. Los utilizo para técnicas mixtas con resultados excelentes. Lástima que la gama de colores sea tan limitada.","Reviewed in the United Kingdom on 22 February 2013","5.0 out of 5 stars","Verified Purchase"
"1828","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Matite colorate di altissima qualità","S. D. Spicer","Le Derwent Drawings sono in assoluto le mie matite colorate preferite da molti anni, questo set è composto da matite dai toni naturali, ideali per colorare l'incarnato della pelle, per i paesaggi e molto altro ancora, più il bianco e nero, essenziali nel mio kit di matite da disegno anche da soli. La mina di queste matite è molto oleosa, il colore risulta brillante e molto coprente. Spedizione come sempre velocissima e imballaggio perfetto.","Reviewed in Canada on 3 February 2019","5.0 out of 5 stars","Verified Purchase"
"1829","Derwent Drawing Colouring Pencils, Drawing & Writing, Set Of 12, Ideal For Illustrating & Detailing, Professional Quality, 0700671","Nice product","Steve-Anthony","These are nice colours except really hard to sharpen.","Reviewed in Spain on 5 August 2020","5.0 out of 5 stars","Verified Purchase"
