"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2231","faber-castell grip 1345 0.5mm mechanical pencil - green",NA,NA,NA,2014-11-19,4,"verified purchase"
"2232","faber-castell grip 1345 0.5mm mechanical pencil - green","penna per mine","cliente amazon","ottimo prodotto",2021-10-27,5,"verified purchase"
"2233","faber-castell grip 1345 0.5mm mechanical pencil - green","j aime","client damazon","j adore trs bon porte mine en plus le systme de gomme qu on tourne pour la faire sortir j aime bien je n avais jamais vu sa sur le n porte mine",2018-05-07,5,"verified purchase"
"2234","faber-castell grip 1345 0.5mm mechanical pencil - green","top","chris v","super bleistift ohne schickschnackmacht was er soll",2019-10-17,5,"verified purchase"
"2235","faber-castell grip 1345 0.5mm mechanical pencil - green","trs satisfaite","francine quirion","trs facile de transiger",2021-02-12,5,"verified purchase"
"2236","faber-castell grip 1345 0.5mm mechanical pencil - green","ottimo portamine a buon prezzo","nerolights","un ottimo portamine offerto a buon prezzo fa il suo dovere",2023-02-16,5,"verified purchase"
"2237","faber-castell grip 1345 0.5mm mechanical pencil - green","ottima","antonio mellea","pratica buon gripmi piace",2022-04-15,5,"verified purchase"
"2238","faber-castell grip 1345 0.5mm mechanical pencil - green","trs bon produit","pjcguise","trs bon produit envoi rapide et soign",2019-10-05,5,"verified purchase"
"2239","faber-castell grip 1345 0.5mm mechanical pencil - green","very good quality pencil","steve","comfortable to hold sturdy quite light and agile better quality than other pencils ive used",2022-12-30,5,"verified purchase"
"2240","faber-castell grip 1345 0.5mm mechanical pencil - green",NA,NA,NA,2023-06-15,5,"verified purchase"
"2241","faber-castell grip 1345 0.5mm mechanical pencil - green","leider montagsmodell","karl","ich habe wohl leider einen stift mit einem materialfehler erhalten auf meine anfrage bei fabercastell habe ich nach einer woche eine rckmeldung erhalten mit einer entschuldigung plus der info dass ich einen ersatz erhalten werde bin mal gespanntupdatedie firma fabercastell hat mir einen neuen bleistift geschickt mit einem netten spruch bin sehr zufrieden mit der abwicklung",2023-08-30,4,"verified purchase"
"2242","faber-castell grip 1345 0.5mm mechanical pencil - green","gengt meinen ansprchen","kasim","bin mit faber castell sehr zufrieden deswegen habw ich mir noch ein bleostift gekauft qualitt ist noch die selbe",2021-02-17,5,"verified purchase"
"2243","faber-castell grip 1345 0.5mm mechanical pencil - green","alta calidad","jos","es excelente buena calidad tiene la punta retrctil y evita que se parta la mina el mejor sistema que he visto en portaminas",2013-02-19,5,"verified purchase"
"2244","faber-castell grip 1345 0.5mm mechanical pencil - green","exactement tel quannonc","ronald longtin","produit de qualit",2020-12-12,5,"verified purchase"
"2245","faber-castell grip 1345 0.5mm mechanical pencil - green","einwandfreier stift ich benutze ihn oft und gerne","ardu","nach einigen monaten ist es zeit fr ein resume ich verwende den stift mit bminen die ich dazu gekauft habe die originalen minen waren mir etwas zu hart er funktioniert so wie er soll liegt gut in der hand und erlaubt przise zeichnungendie nachfhrung der minen ist gut gelst und auch der radiergummi ist sehr praktisch um kleinere korrekturen zu machen",2021-02-14,5,"verified purchase"
"2246","faber-castell grip 1345 0.5mm mechanical pencil - green","porte mine","berny","porte mine trs utile et pratique",2022-06-28,5,"verified purchase"
"2247","faber-castell grip 1345 0.5mm mechanical pencil - green","buena calidad en general","antonio i","merece la pena tener un portaminas asi si eres estudiante antes solia escribir a lapiz pero con el tiempo el lapiz hay que sacarle punta y es un incordio en general es un muy buen producto lo que mas me gusta es que la goma para sacarla hay que girar la parte superior y la goma es bstante larga asi que puedes borrar con frecuencia",2016-01-06,4,"verified purchase"
"2248","faber-castell grip 1345 0.5mm mechanical pencil - green","works well","tiggerhiker","works as it should price seems good too",2020-10-04,5,"verified purchase"
"2249","faber-castell grip 1345 0.5mm mechanical pencil - green",NA,NA,NA,2020-03-30,5,"verified purchase"
"2250","faber-castell grip 1345 0.5mm mechanical pencil - green","klassisch und zeitlos","samet nver","ein absolutes musthave fr knstler architekten ingenieure und so weiter sehr angenehm zu halten und ergonomisch aufgebaut alle minen auch von anderen marken kompatibel stabiles kit fr die ewigkeit",2021-06-11,5,"verified purchase"
"2251","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","gute bleistifte","mrdeeds","die verarbeitung der bleistifte ist gut sauber lackiert und angespitztdie bleistifte schreiben gut weiches schreibgefhl trotz hbhrte und lassen sich gut spitzen ohne dass die mine abbricht der radiergummi ist in ordnung im vergleich zu seinem standalonebruder zeigt dieser kleine killer leider schwchen er radiert zwar gut ist aber bei weitem nicht so effektiv sodass das geschriebene wort am ende noch deutlicher zu sehen ist auch der verbrauch an radiermasse ist hher um ein vergleichbares ergebnis zum normalen radiergummi zu erhalten ein bild vom radierergebnis knnt ihr euch beim angehngten foto machenqualitt schreiben  sternequalitt radieren  sternepreisleistungsverhltnis  sterne",2016-01-07,4,"verified purchase"
"2252","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","ottima matita","mrdeeds","prodotto buono rapporto qualit prezzo ottimo",2018-11-30,4,"verified purchase"
"2253","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","ce nest pas du b","carla","mon apprciation est dans le titrecertes il y a bien une gomme et le nombre de crayons y est mais la qualit de la mine nest pas au rendezvous jai eu la sensation dcrire avec du hble prix est attractif",2020-05-23,4,"verified purchase"
"2254","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","wunderbar ","awakaty","die bleistifte kann ich nur empfehlen lassen sich gut wiederanspitzen durch runterfallen geht die mine nicht kaputt und der radiergummi radiert auch gut",2015-09-06,4,"verified purchase"
"2255","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","ottime","jens weber","confezione eccellente matite ottime sotto tutti i punti di vista qualit del legno traccia della mina gommino che cancella senza segni residui",2017-03-15,3,"verified purchase"
"2256","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","matriel  quipement de classe","luca lacchini","quelle dception malgr la marque la gomme ne tient pas quant aux mines elles sont casses  lintrieur car la plupart sont impossibles  tailler lorsque la premire mine est use due",2019-06-03,5,"verified purchase"
"2257","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","great","sevtortle","arrived on time and in tact good value",2024-01-13,5,"verified purchase"
"2258","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","crayons  papier ok mais la gomme ne gomme pas ","c","jai achet  lots de crayons  papier aucun soucis avec la mine ils crivent trs bien par contre je rencontre un problme avec les gommes elles neffacent rien elles glissent sur le papier en faisant des traces",2017-08-05,2,"verified purchase"
"2259","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","trocknen schnell aus","mary","die radiergummis trocknen extrem schnell aus was dazu fhrt dass man nur noch so schmierig radieren kann sieht nicht so schn aus ist aber ok",2016-11-22,5,"verified purchase"
"2260","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","pencils","julia steinhoff","perfect",2024-01-10,1,"verified purchase"
"2261","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","matite","robi","avevo paura dato il prezzo bassissimo di trovare matite vuote o altronon le ho ancora usate tutte ma per adesso vanno benissimo non hanno mina rotta e scrivono bene le ho prese per il mio bimbo in prima elementare che praticamente le mangiaqueste matite costano di media centesimi l unale giotto da noi in edicola costano ",2016-02-04,4,"verified purchase"
"2262","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","excellent","amazon customer","excellent",2023-12-06,5,"verified purchase"
"2263","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","shabby low quality  schbig schlechte qualitt","ws","die qualitt des produktes ist nicht berzeugend die bleistifte sind nicht gut lackiert die oberflche ist grob ungleichmig das holz ist mit dem guter bleistifte nicht vergleichbarergnzung radiergummi nur lose verbunden wackeligschade schade schade",2016-01-16,5,"verified purchase"
"2264","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","colourful","mac","got them for back to school for my  boys nice colourful pencils sharpen well and write well",2023-10-09,1,"verified purchase"
"2265","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","ottimo","giuseppe nizza di sicilia","ottimo rapporto qualit prezzo ben  matite i miei figli sono apposto per un bel po di tempo la scrittura essendo hb risulta ben marcata consigliato",2015-06-30,5,"verified purchase"
"2266","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","incorrect labeling","simon pemberton","i dont have a problem the penciis are fine but the pack was incorrectly labelled so i received b pencils not hb penciis i dont blame amazon for sending the wrong item i expect it scanned correctly",2023-12-12,5,"verified purchase"
"2267","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","good product","david","good product",2023-10-24,3,"verified purchase"
"2268","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","pencils","glen","hard to find b pencils these are predictable in quality which is good maybe the eraser is just wee bit too soft or maybe i just press a little too hard when using it i have ordered these before and used them and will order more when this supply has been exhausted  update i have recently had to buy other makes of b pencil and i can state that none have been anywhere near as good as these by oxford  even more expensive pencils are nowhere near as a good  i have been given as presents some very highly regarded and very expensive types of pencils which have allegedly been used by high profile and famous writers and authors and these oxford pencils beat them all in my opinion  for quality and price they cant be beaten",2023-02-01,5,"verified purchase"
"2269","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","good value if you need lots of b","roger lucas","the package was half open at one end both untaped a yellow sticker why had been placed over description of where my tucked away house is and as usual my small b was changed to the lookalikey b items delivered to  in past food eaten no one opens the door  a sign on the door instructs to place parcel on the porch chair please thrown on the doormat not hygienic or good for the elderly having to bend down i knew a delivery driver who could not read english well again why  arent they taught common instructions we would be if we worked abroad it is the rule in many places anyway the helix pencils make a great present even if to yourself as this was",2022-11-29,5,"verified purchase"
"2270","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","good pencils","gs gamers madz pcs","you cant go wrong with these and a great price",2023-09-02,5,"verified purchase"
"2271","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","theyre good pencils","cara","good quality pencils  that took forever to arrive but there was postal strikes going in soooo",2023-07-10,4,"verified purchase"
"2272","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","order arrived on time in excellent condition","patricia a","pencils are excellent quality and packaged very well very pleased with both the order and the fact that the supplier delivered within the time stated",2023-05-24,5,"verified purchase"
"2273","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","strong pencil","katarzyna","they are great with your study  price convenient for the pack of ",2023-05-16,5,"verified purchase"
"2274","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","everything youd expect of a b pencil","creigner","excellent product the only improvement id suggest is to change the black exterior of the pencil to a white exterior so that you can write your name on the pencil say with a marker pen when its black exterior you have to stick a name label on it",2022-12-19,5,"verified purchase"
"2275","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","fantastic value","conditiae","good quality pencils with good rubbers great for general use",2023-04-28,5,"verified purchase"
"2276","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","good","milenium","good",2022-11-19,5,"verified purchase"
"2277","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","good pencils","anna","good pencils quick delivery",2023-03-22,4,"verified purchase"
"2278","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","not as advertised","paul","the pencils are ok and arrived in the stated time but the product was advertised as a box of  pencils with only  inside it even states in the packet  pencils it looks as though  pencils have been removed before posting",2023-11-08,5,"verified purchase"
"2279","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","good value pencils ideal for school","chris porter","purchased for my children for use in school havent been asked for more pencils so i guess the leads dont break easily and the pencils perform well",2022-10-16,1,"verified purchase"
"2280","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","erasersrubbers are rubbish","dgp","not the best material for the erasers lots of rubbings bits come off because the material is way too soft and  doesnt do a very good job of picking up all of the carbon",2022-07-16,5,"verified purchase"
"2281","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","the graphite lead is week","jay mulvey","i know its just a pencil but really frustrating that it needs to be sharpened every  minutes because the graphite seems already broken and not because its blunt",2022-08-13,4,"verified purchase"
"2282","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","no fault","cleo","these are great pencils and at a fraction of the price or the usual yellowblack ones seems to be a great brand for school stagionery",2022-09-28,3,"verified purchase"
"2283","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","your job","relsupls","delivered on time does what it is designed for so far hope the eraser remains soft and the lead is not so soft it becomes brittle time will tell this is an honest appraisal if you do not wish to print it tell somebody else",2021-03-03,5,"verified purchase"
"2284","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","the lead was broken all the way through every one of them","hazel goldman","very perculiar as the lead was broken through every single pencil very annoying as this is a trusted make",2023-10-30,4,"verified purchase"
"2285","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","not bad for the price","mr jw","if you are going to buy pencils then buy staedtler pencils i bought these as i thought helix were good still they are okay just make sure you have a sharp pencil sharpener as the wood on these is not that good qualityupdate july  as i am going through these some are better than others ie the wood seems to sharpen good smoother wood removal i suppose like when you plane a bit of wood and some parts of the wood plane better than the other part if that makes sense but you still cant beat staedtler",2016-07-02,1,"verified purchase"
"2286","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","excellent pencils at a very reasonable price","mr godfrey eland","good price  excellent pencils",2022-11-24,4,"verified purchase"
"2287","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","great for pencil sketching","travelling girl ","great for drawing and pencil sketching",2022-11-17,5,"verified purchase"
"2288","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","great for sketching but","rhiannallewellyn","i love love love these pencils  rubber sharpener i showed a photo to represent how well they blend and the rubbers lovely to use my only issue with this product is that sometimes the rubber with smudge the graphite i think when it all on one corner and im not sure if this is the paper or the graphite but my sketches have in some cases transferred slightly onto the other page so id look out for those but other than that i definitely recommend",2020-05-06,5,"verified purchase"
"2289","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","great for doing newspaper crosswords better than hb","rhiannallewellyn","great for doing newspaper crosswords better than hb good eraser on the top as well",2021-10-22,5,"verified purchase"
"2290","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","poor quality  lead","cb","as others have said the lead in the pencils is very poor used up a  of first one out of the box with a new sharpener before it stopped breakingwill put them in my tool box not my drawing set where i need quality items",2021-12-09,5,"verified purchase"
"2291","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","very good and will buy again","dacsue","very good and will buy again",2022-02-12,4,"verified purchase"
"2292","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","ready sharpened quality hb pencils with erasers at the end","niki","i bought these to use in a workshop that i run i needed good quality hb pencils with erasers and these are really good quality they come ready sharpened and neatly presented in a storage box there are two options to choose from and i have the ones with the erasers at the end of the pencils i researched for quite some time before deciding on these and they are by far the best option i could find i am thrilled with them and after testing one of the pencils out i can say they are just what i wanted and good value for money",2017-01-13,4,"verified purchase"
"2293","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","great pencils","janette","i heard quite good words about these pencils and i remember that i used them when i was a child lovely sturdy and thick pencils my child is using them to do his homeworks and its perfect for him excellent value of money i recommend it with trust",2021-03-25,5,"verified purchase"
"2294","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","could be more dark","vilas","my sons teacher suggested to buy this as my sons handwriting is barely legible with normal hb pencilso it is bit disappointing that the pencils dont write as dark as expected it writes more like normal hb pencils",2021-07-14,5,"verified purchase"
"2295","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","a pencil  which is easily handled","amazon customer","i love these pencils and erasers as they are of such high quality they sharpen easily but dont break easily excellent service from vendor",2020-08-28,3,"verified purchase"
"2296","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","you can write with these","nathan healy","theyre pencils i used one end for writing and it wrote i used the other end to remove the writing and it removed the writing ive only used one of the pencils as of writing this review but its worked flawlessly with no issuesall pencils arrived sharp and intact i stabbed my finger when i stuck one in my pocket so i can say with surety that theyre sharpthe label was slightly different from pictured but thats just a superficial change",2016-02-11,4,"verified purchase"
"2297","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing"," great but rubber quality is upsetting","nathan healy","great pencilsreceived them roughly  hours ago and none have broken so far whats bad about them is the rubber on top of the pencils they arent very effective so i wouldnt recommend using them otherwise it would make youre drawing a disasterapart from that they are great for writing drawing but not for erasing jake",2016-02-02,5,"verified purchase"
"2298","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","fantastic","joanne","they really make their mark",2022-04-18,5,"verified purchase"
"2299","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","nothing wrong with the product","the bear","value pencils",2022-06-17,4,"verified purchase"
"2300","helix oxford hb grade graphite pencils (pack of 12) with plastic free packaging drawing","delivered as  boxes of   not a tub of ","mr j w morris","arrived in good time had expected and ideally wanted them as pictured in a tub but they can in separate packs of  still fine a pencils a pencil after all",2019-04-06,5,"verified purchase"
"2301","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","my favourite pencils","mrs cooper","i use mechanical pencils for work as a music teacher as they are very fine for writing under notes on sheet music ive gone through quite a few over the years and this brand are the best quality  they write nice and dark too i find the nibs dont break under pressure as easily like other brands recommended",2023-12-05,4,"verified purchase"
"2302","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","gut","kaschraeder","gutes preis leistung verhltnis schreiben gut und gehen nicht schnell kaputt",2023-10-10,5,"verified purchase"
"2303","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","sencillos pero eficaces","francisco","portaminas sencillos pero suficientes para cumplir su funcion",2024-01-14,5,"verified purchase"
"2304","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","toujours affts mais pas de mines de rechange","bernard plantevit","ok pas trs colo mais tellement pratique",2024-01-16,5,"verified purchase"
"2305","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","matite perfette occhio ai colori","alessandro suardi","sono funzionali e senza difettinella scatola potrete trovarne di vari colori casuali es  blu  verde  rosse ecc",2019-04-09,4,"verified purchase"
"2306","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","bsico y finos","telmaco","es un modelo muy bsico pero hace su funcin son muy finos y no son muy cmodos pero su relacin calidadprecio es buena creo que es una opcin interesante para mis hijos pues estropean muchos portaminas sean del tipo que sea",2024-01-10,4,"verified purchase"
"2307","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","good dark writing tip","sid","dark writing but difficult to hold as very slender bodyeraser quality very good",2023-06-14,4,"verified purchase"
"2308","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","produkt ok aber verpackung total zerdrckt und kaputt hier ist nachholbedarf","j","produkt ok aber verpackung total zerdrckt und kaputt hier ist nachholbedarf",2022-10-13,4,"verified purchase"
"2309","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","delicatissime","ceskox","scrivono bene ma sono delicatissime basta una caduta e puoi dire addio alla mina",2023-11-28,4,"verified purchase"
"2310","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","trasig frpackning","looks better in the picture but ok for the price","frpackningen var trasig och pennorna hade ramlat ut i paketet",2023-04-18,2,"verified purchase"
"2311","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","rapport qualit prix incomparable","courtois","avec  enfants scolariss cela rpond  un besoin mensuel aprs calcule reviens  moins cher avec cette bote donc rapport qualit prix incomparable",2022-01-09,4,"verified purchase"
"2312","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","back to school","anon","great value pencils  good for drawing and sketching lightweight and sturdy",2023-09-08,5,"verified purchase"
"2313","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","wie erwartet","m steiner","die stifte sind wie beschrieben sehr gut immer wieder",2023-10-22,5,"verified purchase"
"2314","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","muy cmodos","jeanne marie","los utilizo desde hace aos y sin sper cmodos lo recomiendo",2024-02-03,5,"verified purchase"
"2315","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","geniales","fran avellaneda","los portaminas son geniales de diversos colores perfectos para la universidad me encantan",2024-02-07,5,"verified purchase"
"2316","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","work perfectly","ken reay","it is a pencil it works fine what more do you need",2023-10-05,5,"verified purchase"
"2317","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","lgers et prcis","edl","je les utilises pour dessiner avant de peindre  laquarelleils permettent de dessiner ou crire en douceuril sont parfait parce que permettent un trait lger ou plus gras en appuyant plus fortdes crayons mines etremement pratiques avec une bonne mineun porte mine dure longtemps dommage que tous comportent une partie noire",2019-08-27,5,"verified purchase"
"2318","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","sehr gut zum zeichnen","k","stifte kamen alle heile an packung sah zwar aus wie zwei mal verdaut aber die stifte sind echt langlebig",2023-02-06,5,"verified purchase"
"2319","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","good value","amazon customer","excellent product delivered promptly",2023-10-21,5,"verified purchase"
"2320","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","frs zeichnen und geometrie in der schule gut","c monique","ich suchte einen bleistift fr meine tochterda sie immer fest drckt und stndig spitzt und dann die aufgaben nie exakt hin bekommt auch nicht mit top markenbleistiften in verschiedenen strkenbis jetzt hat es sehr gut geklappt auch wenn der  bleistift sofort leer war",2023-01-18,5,"verified purchase"
"2321","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","contento con el producto","francisco","son portaminas de mm la descripcin del producto es errnea son minas muy resistentes y se escribe muy suave son los portaminas de la antigua marca cont con su mismo diseo pero renombrados cmo bic ya que la compr cmo se indica en la descripcin es el portaminas que utilic de pequeo en la egb no lo haba visto desde entonces en ninguna papelera me hizo ilusin verlo en amazon y encima a un precio muy bueno",2022-01-04,4,"verified purchase"
"2322","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","trs bon produit","geimer jrme","trs satisfait  correspond parfaitement  ce que je voulaisrobuste idal pour les enfants",2021-11-13,5,"verified purchase"
"2323","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","angemessene qualitt fr den preis","carsten"," fr  stifte mit  minen sind superbillig ich plane neue minen dazuzukaufen bis das plastik seinen geist aufgibt was kologisch ok sein drfte leider brechen bei benutzung immer mal wieder mm der mine ab daher keine  sterneauerdem kann ich berichten dass die stifte mutmalich eine buntwsche jedoch deinitiv keinen trocknergang berstehen",2021-04-22,5,"verified purchase"
"2324","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","nickel","ratatouille","bon rapport qualit prix et jen ai pour un moment",2022-03-08,3,"verified purchase"
"2325","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","great","miles","use these all the time very reliable",2024-02-06,5,"verified purchase"
"2326","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","expecting more","sa","product was as described but was expecting more",2024-02-09,5,"verified purchase"
"2327","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","bic refillable pencils","scotican","a bit skinny for my liking but the products description is forthcoming about the girthotherwise does what it says on the tin and also these work in space mmhmmm  who needs pens d",2024-01-07,5,"verified purchase"
"2328","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","bsico y funcional","maria angeles","justo lo que buscaba prctico y  con borrador que no deja marcas",2023-10-12,4,"verified purchase"
"2329","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","good","maria angeles","the pencils were loose and the box was flattened and separate but all were there and seem ok",2023-06-29,4,"verified purchase"
"2330","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","good quality","rebecca","ease of use and good grip",2023-09-30,4,"verified purchase"
"2331","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","missing lead","avid drawer","pencils are great the one i always use for technical drawingunfortunately when i opened the parcel the box was open with no lead replacements all  pencils were there at leastthis is the reason for the  star review not the pencils",2024-01-12,4,"verified purchase"
"2332","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","execlente","isabel espinola","adorei",2023-09-29,2,"verified purchase"
"2333","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","useful but apt to smudge","amazon customer","i tried using these pencils for sketching but found them to prone to smudging more like a b theyre not as hard as other hb pencils but no doubt very useful as a softer pencil ",2023-07-08,5,"verified purchase"
"2334","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","love love love","jessica bartlett","i love these pencils i use them for literally everything these pencils have lasted me ages as well its ideal and i find them really easy to write with i find though that they can be quite hard to rub out mind i have quite a heavy hand but they still work really well will be ordering again ",2023-04-10,3,"verified purchase"
"2335","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","pencils","roberta","the comparison between quality and price is good",2023-04-01,5,"verified purchase"
"2336","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","my pack of  only contained ","roberta","title says it all advert says theres  in a box the box says theres  in a box and mine arrived with ",2023-05-09,4,"verified purchase"
"2337","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","nice mechanical pencils","lee webb","great pencils they last a long time as long as you can stop others stealing them from you versitile in that i use them for drawing and writing just the right weight of lead and soft eraser i would recommend",2023-01-05,4,"verified purchase"
"2338","bic matic original mechanical pencils, perfect for school and office use, 0.7 mm black (hb), includes 3 hb lead refills and eraser, 12 count (pack of 1)","muy comodo y barato","m kolakowski","relacin calidad precio de lo mejor barato y muy practico",2022-12-09,3,"verified purchase"
